,student_id,name,class,study,gpa,is_greek,is_on_campus,distance_to_campus,is_female,is_sprinklered,claim_id,amount,risk_tier,holdout
20676,5161,"al-Amber, Idrees",3,Science,0.948591708,0,0,0.0,1.0,0,0,0.0,2,1
20680,5162,"Alderman, Jacob",3,Science,3.030475499,0,0,0.0,0.0,1,0,0.0,2,0
20684,5163,"el-Siddiqi, Muneera",2,Other,3.281853967,1,0,0.0,,1,0,0.0,1,0
20688,5164,"el-Maroun, Naasif",1,Humanities,3.327656704,0,1,0.138968824,1.0,1,0,0.0,1,0
20692,5165,"Finkenbinder, Henry",1,Other,3.158130556,0,0,0.0,0.0,1,0,0.0,1,0
20696,5166,"Lucas, Joseph",5,Humanities,2.902594967,0,0,0.0,1.0,1,0,0.0,3,0
20698,5167,"el-Pour, Salma",5,Science,2.875149861,0,1,2.264936099,1.0,1,956,807.1752811,3,0
20704,5168,"Tuagba-Gladstone, Randall",1,Humanities,1.823331907,0,1,9.103231497,0.0,1,0,0.0,1,0
20708,5169,"Light, Zamir",3,Other,2.764135186,1,0,0.0,1.0,0,0,0.0,2,0
20712,5170,"el-Shaer, Mastoor",3,Other,2.248945097,0,0,0.0,1.0,1,0,0.0,2,1
20716,5171,"Nguyen, Liam",2,Business,3.426002591,0,1,0.299499173,0.0,1,0,0.0,1,0
20717,5172,"Villanueva, Katelyn",4,Other,3.641938629,0,0,0.0,1.0,1,957,763.0145843,3,0
20724,5173,"Heacox, Jeffery",4,Business,1.922345395,1,0,0.0,1.0,0,0,0.0,3,1
20728,5174,"Martinez, Raymond",1,Science,0.777023269,1,1,1.861295085,1.0,1,0,0.0,1,1
20732,5175,"Mccrae, Casimer",2,Humanities,1.489907834,0,0,0.0,0.0,0,0,0.0,1,0
20733,5176,"Ramirez Ramirez, Andres",1,Science,2.84481815,0,0,0.0,1.0,1,958,225.8345687,1,0
20740,5177,"Salas, Leonardo",3,Other,2.249939409,0,0,0.0,0.0,1,0,0.0,2,0
20744,5178,"Carrington, Tion",1,Other,2.791132991,0,0,0.0,1.0,1,0,0.0,1,0
20748,5179,"Lor, Elliott",3,Science,3.651504449,0,0,0.0,1.0,0,0,0.0,2,0
20752,5180,"Warren-Cuppett, Tyler",2,Humanities,0.268754098,0,1,12.81410182,0.0,0,0,0.0,1,0
20756,5181,"Clift, Austin",4,Other,1.451521567,0,0,0.0,0.0,0,0,0.0,3,1
20760,5182,"el-Salehi, Raabiya",4,Other,1.766547158,1,0,0.0,,1,0,0.0,3,0
20764,5183,"Gilly, Larae",5,Other,0.586801236,0,0,0.0,0.0,0,0,0.0,3,0
20768,5184,"Choudhry, Samuel",1,Science,2.873950538,0,0,0.0,0.0,1,0,0.0,1,1
20772,5185,"Bentz, Karin",2,Humanities,1.09678218,1,0,0.0,0.0,1,0,0.0,1,0
20776,5186,"Schumacher, Bethany",5,Other,2.66548968,0,0,0.0,1.0,1,0,0.0,3,0
20780,5187,"Beacom, Reed",2,Humanities,1.401268208,0,1,0.777253652,1.0,1,0,0.0,1,0
20784,5188,"Russell, Smokey",2,Humanities,2.349867739,1,0,0.0,1.0,0,0,0.0,1,0
20785,5189,"Kim, Chanon",1,Other,0.56191171,0,0,0.0,1.0,0,959,1300.454277,1,0
20792,5190,"Lozoya Alvarado, Francisco",1,Business,2.104597204,0,0,0.0,0.0,0,0,0.0,1,0
20796,5191,"Bluejacket, Katherine",3,Humanities,3.691681405,1,1,4.643225659,,0,0,0.0,2,0
20800,5192,"Norris, Miranda",4,Business,2.194965987,0,0,0.0,0.0,1,0,0.0,3,0
20804,5193,"el-Alli, Sultana",2,Business,1.77611471,0,0,0.0,1.0,1,0,0.0,1,1
20808,5194,"Franco, Chelsey",5,Business,1.502064168,0,1,0.894431099,0.0,1,0,0.0,3,0
20812,5195,"Pillar, Robert",2,Other,2.121414683,1,0,0.0,1.0,0,0,0.0,1,0
20816,5196,"Tindle, Santana",5,Other,3.134016274,1,1,0.155932311,1.0,1,0,0.0,3,0
20820,5197,"el-Khatib, Imaad",5,Science,1.158986334,0,1,2.972298379,1.0,1,0,0.0,3,0
20824,5198,"Riviera, Kayla",3,Business,0.936565507,0,1,4.874031648,0.0,0,0,0.0,2,1
20828,5199,"el-Dia, Ghaada",2,Business,1.763732515,0,0,0.0,0.0,1,0,0.0,1,0
20832,5200,"Saraogi, Luna",3,Science,3.457005885,1,0,0.0,0.0,1,0,0.0,2,0
20836,5201,"Hopkins, Matthew",5,Other,3.326217525,0,0,0.0,0.0,1,0,0.0,3,1
20840,5202,"el-Satter, Masood",5,Business,2.253102532,0,0,0.0,0.0,1,0,0.0,3,1
20844,5203,"Eberhart, Jeramiah",1,Other,2.907325814,1,1,2.389644191,0.0,1,0,0.0,1,0
20848,5204,"Taimanglo, Kai",4,Business,2.746585549,0,0,0.0,0.0,1,0,0.0,3,0
20852,5205,"Hubbard, Turrell",5,Science,2.795647799,0,1,5.822385206,1.0,1,0,0.0,3,0
20856,5206,"Taylor, Jordan",4,Science,2.801512336,0,1,0.331841432,0.0,1,0,0.0,3,0
20860,5207,"Ko, Kevin",4,Business,2.383037028,0,0,0.0,0.0,1,0,0.0,3,1
20864,5208,"Erisman, Kau'Ihou",3,Business,2.555870949,0,0,0.0,1.0,1,0,0.0,2,0
20868,5209,"Atencio, Maia",4,Business,3.005331224,0,1,1.861259088,1.0,1,0,0.0,3,0
20872,5210,"al-Elbaz, Jadeeda",5,Other,3.438486918,0,0,0.0,1.0,0,0,0.0,3,1
20876,5211,"Chun, William",1,Business,3.294074054,0,0,0.0,1.0,0,0,0.0,1,0
20880,5212,"Jacquez, Courtney",4,Science,2.882395294,0,1,2.850377944,,1,0,0.0,3,0
20884,5213,"Spencer, Jude",2,Business,2.619601539,1,0,0.0,1.0,1,0,0.0,1,1
20888,5214,"Arapahoe, Dominika",1,Business,2.741731307,0,1,0.067432065,1.0,1,0,0.0,1,0
20892,5215,"Matthews, Brandon",5,Business,1.707032551,0,0,0.0,1.0,1,0,0.0,3,1
20896,5216,"Gardner, Cheyenna",5,Business,3.411572428,0,1,13.59314388,1.0,1,0,0.0,3,0
20900,5217,"Hall, Krista",2,Science,2.924960158,0,0,0.0,0.0,1,0,0.0,1,0
20904,5218,"Gonzales, Edwin",1,Humanities,3.189958413,0,0,0.0,0.0,0,0,0.0,1,0
20908,5219,"Aguilar, Erick",2,Other,1.119817655,0,0,0.0,0.0,1,0,0.0,1,1
20912,5220,"Robbins, Alen",3,Humanities,3.051613267,1,1,7.124268926,1.0,1,0,0.0,2,0
20916,5221,"Zimola, Ryan",3,Other,2.642726429,0,1,4.916941221,1.0,0,0,0.0,2,0
20920,5222,"Sampedro, Maximo",2,Business,3.755673977,0,1,8.969637186,0.0,1,0,0.0,1,0
20924,5223,"Coleman, James",4,Business,2.332021938,0,1,4.203710105,0.0,0,0,0.0,3,0
20928,5224,"al-Allee, Kifaaya",2,Science,3.386488816,0,0,0.0,0.0,1,0,0.0,1,0
20932,5225,"al-Othman, Najiyya",2,Humanities,2.986276409,1,0,0.0,0.0,1,0,0.0,1,0
20936,5226,"Murzyn, Deondre",2,Other,1.690924399,0,0,0.0,1.0,0,0,0.0,1,0
20937,5227,"Williams, Raegan",2,Science,1.613264054,1,1,1.135390026,0.0,1,964,1940.674248,1,0
20944,5228,"Lovelace, Shawn",2,Humanities,3.079945991,0,1,7.138029694,0.0,1,0,0.0,1,0
20948,5229,"Conrad-Buckley, Violet",2,Other,2.985456048,0,0,0.0,0.0,0,0,0.0,1,0
20952,5230,"Trummer, Ryan",5,Humanities,2.32374709,0,0,0.0,1.0,1,0,0.0,3,0
20956,5231,"al-Khalaf, Shihaab",4,Science,1.230525953,0,0,0.0,0.0,1,0,0.0,3,0
20960,5232,"Lightfoot, Shelby",2,Business,2.706356237,0,0,0.0,1.0,1,0,0.0,1,0
20964,5233,"Sullivan, David",1,Other,2.034187786,1,0,0.0,1.0,1,0,0.0,1,0
20968,5234,"el-Jalil, Zahra",1,Humanities,0.514439024,1,0,0.0,0.0,1,0,0.0,1,1
20969,5235,"Taplin, Thomas",3,Science,1.894217227,0,1,0.854729673,1.0,1,965,860.5116186,2,1
20976,5236,"el-Quadri, Ameen",4,Business,1.855654139,0,0,0.0,1.0,0,0,0.0,3,1
20980,5237,"Martinez, Phanath",2,Science,3.070911583,0,0,0.0,0.0,1,0,0.0,1,0
20984,5238,"el-Attar, Aseel",1,Other,2.533873634,0,0,0.0,0.0,1,0,0.0,1,0
20988,5239,"Kendle, Mariah",4,Other,2.661133239,0,0,0.0,1.0,0,0,0.0,3,0
20992,5240,"Wright, Aaron",5,Other,1.995166644,0,0,0.0,1.0,0,0,0.0,3,0
20996,5241,"Lam, Taylor",3,Science,3.016726848,0,0,0.0,0.0,1,0,0.0,2,1
21000,5242,"Reyes, Bernice",3,Other,1.549752998,0,0,0.0,1.0,0,0,0.0,2,0
21004,5243,"Valdez, Jonathan",1,Humanities,3.710471069,0,0,0.0,1.0,1,0,0.0,1,0
21008,5244,"Varto, Jordan",1,Science,1.760799803,1,0,0.0,,1,0,0.0,1,0
21012,5245,"Joel, Nhi",2,Science,2.700954902,0,0,0.0,0.0,0,0,0.0,1,0
21016,5246,"Longoria, Monique",2,Other,2.440147215,1,0,0.0,0.0,1,0,0.0,1,0
21020,5247,"al-Awan, Mazeeda",5,Humanities,3.189944796,0,0,0.0,1.0,1,0,0.0,3,1
21024,5248,"Stanley, Kathryn",1,Business,2.815083061,0,1,2.436777752,1.0,1,0,0.0,1,0
21028,5249,"Kim, Ivy",1,Humanities,3.540603643,0,0,0.0,0.0,1,0,0.0,1,0
21029,5250,"Montiel, Rosalba",2,Science,1.803298657,0,0,0.0,1.0,0,966,1211.40576,1,1
21036,5251,"Gallegos, Erika",4,Other,3.203789714,0,0,0.0,0.0,1,0,0.0,3,0
21040,5252,"Freyta, Leah",3,Other,3.267370104,0,1,2.155242648,,1,0,0.0,2,0
21044,5253,"Ung, Brandon",4,Business,1.14240495,0,1,9.491751857,1.0,1,0,0.0,3,0
21048,5254,"Ferszt, Kevin",4,Science,2.0672828,1,0,0.0,,1,0,0.0,3,1
21052,5255,"Blackhurst, James",4,Science,2.195252164,0,0,0.0,1.0,0,0,0.0,3,1
21056,5256,"Bailey, Kelsey",4,Science,0.945762147,0,0,0.0,0.0,0,0,0.0,3,0
21060,5257,"Iron Cloud, Ricky",1,Science,3.151194298,0,1,0.465687005,0.0,1,0,0.0,1,1
21064,5258,"Wilson, Bryan",5,Business,1.333371531,1,0,0.0,,1,0,0.0,3,0
21068,5259,"Gee-Taylor, Shympia",4,Business,3.503190304,0,0,0.0,,0,0,0.0,3,0
21072,5260,"Ly, Kendahl",4,Humanities,2.73771849,0,1,9.847594924,1.0,1,0,0.0,3,0
21076,5261,"Barfield, Tres",2,Science,3.07622561,0,0,0.0,0.0,1,0,0.0,1,1
21080,5262,"Pak, Sean",1,Science,3.212370277,1,1,5.473617543,1.0,1,0,0.0,1,0
21084,5263,"Yu, Jamie",2,Science,1.923143898,0,0,0.0,1.0,0,0,0.0,1,0
21088,5264,"Guzman-Fatjo, Jannet",1,Science,1.044264237,0,1,13.68890384,0.0,0,0,0.0,1,0
21092,5265,"Namons, Tiara",2,Other,3.487878443,0,1,4.465211864,0.0,1,0,0.0,1,1
21096,5266,"Vong, Rosilynn",2,Science,2.962486146,0,1,1.059472477,1.0,1,0,0.0,1,0
21097,5267,"Dilorenzo, Caitlin",3,Other,3.73094506,0,0,0.0,0.0,1,970,496.0401852,2,0
21104,5268,"el-Akel, Maazin",4,Other,1.77095009,0,0,0.0,0.0,0,0,0.0,3,0
21108,5269,"Kouns, Edna",4,Business,2.899490817,0,0,0.0,0.0,0,0,0.0,3,0
21112,5270,"Irsik, Madison",4,Other,3.021579138,0,0,0.0,0.0,1,0,0.0,3,0
21116,5271,"Johnson, Leii",5,Other,2.863670327,0,0,0.0,0.0,0,0,0.0,3,0
21117,5272,"Seymour, Devina",5,Humanities,1.980188207,1,1,0.031273449,0.0,1,971,2488.915251,3,1
21124,5273,"Lumba, Nicole",4,Science,1.708994191,0,0,0.0,0.0,1,0,0.0,3,1
21128,5274,"al-Shaheen, Suhaila",3,Other,3.087022344,0,0,0.0,0.0,0,0,0.0,2,0
21132,5275,"el-Rahmani, Hissa",4,Business,2.455437529,0,0,0.0,0.0,1,0,0.0,3,0
21136,5276,"Jones, Chenell",2,Business,2.382741345,0,1,9.658154524,0.0,1,0,0.0,1,0
21137,5277,"Borunda, Keifer",4,Science,3.312515448,0,0,0.0,0.0,0,972,1010.481923,3,0
21144,5278,"al-Akhtar, Maisara",1,Science,1.956301786,1,0,0.0,1.0,0,0,0.0,1,0
21145,5279,"al-Meskin, Taajuddeen",2,Other,3.212826308,1,0,0.0,0.0,1,973,576.8004731,1,1
21152,5280,"Kogler, Richard",4,Humanities,2.43293315,0,1,1.795709489,0.0,1,0,0.0,3,0
21156,5281,"Chan, Natalie",2,Business,3.47442215,0,0,0.0,0.0,1,0,0.0,1,1
21160,5282,"Dang, Gordon",3,Science,2.369598884,0,0,0.0,,1,0,0.0,2,0
21164,5283,"Stepner, Isaiah",4,Science,3.190391976,0,0,0.0,1.0,0,0,0.0,3,0
21168,5284,"Watson, Tanisha",2,Humanities,3.765767435,0,0,0.0,0.0,0,0,0.0,1,0
21172,5285,"Venkatesan, Leonel",2,Business,2.744321735,0,1,1.845677711,0.0,1,0,0.0,1,0
21176,5286,"Tran, Kayli",3,Business,3.527221941,1,0,0.0,0.0,0,0,0.0,2,0
21180,5287,"Akin, Zakary",4,Other,0.240513297,0,1,2.852577579,1.0,1,0,0.0,3,0
21184,5288,"Schwartz, Sloan",1,Other,3.422382595,0,0,0.0,1.0,0,0,0.0,1,0
21188,5289,"Mckinley, Shayla",4,Science,1.879694031,0,0,0.0,1.0,1,0,0.0,3,1
21192,5290,"Kantha, Samuel",4,Business,1.49253795,0,0,0.0,0.0,1,0,0.0,3,0
21196,5291,"Sullivan, Myron",4,Humanities,0.696118423,0,0,0.0,1.0,0,0,0.0,3,0
21200,5292,"Cordova, Zachary",2,Humanities,1.648464744,1,0,0.0,0.0,1,0,0.0,1,0
21204,5293,"al-Darwish, Ghassaan",3,Humanities,2.343559184,0,0,0.0,0.0,0,0,0.0,2,0
21205,5294,"Kelly, Chakara",4,Other,1.936663216,0,1,4.323709961,1.0,0,974,2840.23273,3,1
21212,5295,"Methuselah, Sean",1,Other,2.150916066,1,0,0.0,1.0,1,0,0.0,1,0
21216,5296,"Hood, Nicholas",3,Other,1.678768187,0,1,3.347217191,1.0,0,0,0.0,2,0
21220,5297,"Bailey, Robert",5,Business,2.483009124,0,1,3.568411577,0.0,1,0,0.0,3,0
21224,5298,"el-Zakaria, Saami",2,Other,3.527597635,0,0,0.0,1.0,1,0,0.0,1,0
21225,5299,"Ramirez-Soto, Adriana",1,Other,1.413641238,1,1,20.53193627,0.0,1,976,3643.999767,1,0
21232,5300,"Winn, Gregory",2,Humanities,1.529596248,0,0,0.0,1.0,1,0,0.0,1,0
21236,5301,"el-Bacchus, Mahbooba",2,Science,3.14659023,0,1,6.57916212,1.0,1,0,0.0,1,0
21240,5302,"Apted, Thuy",2,Business,3.11288899,0,0,0.0,1.0,1,0,0.0,1,0
21244,5303,"Wynter, Ayeisha",1,Other,3.080121409,0,1,11.07023027,0.0,1,0,0.0,1,0
21248,5304,"Lor, Yeng",1,Business,2.609120375,1,1,0.73206775,0.0,1,0,0.0,1,0
21252,5305,"el-Yusuf, Maazin",1,Business,1.167934314,0,0,0.0,1.0,1,0,0.0,1,0
21256,5306,"Tran, Hillary",2,Humanities,3.196229093,0,0,0.0,,1,0,0.0,1,0
21260,5307,"Hernandez, Sarah",3,Humanities,3.154498543,1,0,0.0,0.0,1,0,0.0,2,1
21261,5308,"Solomon, Courtney",5,Humanities,3.469722087,0,0,0.0,1.0,0,978,444.4983466,3,0
21268,5309,"Te, Carrie",3,Science,3.344329287,1,0,0.0,0.0,1,0,0.0,2,0
21269,5310,"Leopold, Brandon",1,Other,2.082779853,0,1,4.165974442,,0,979,2885.397034,1,0
21276,5311,"al-Amara, Aasima",1,Humanities,2.683745952,0,1,6.158235572,,1,0,0.0,1,0
21277,5312,"Smith, Danielle",1,Other,1.498604654,0,0,0.0,0.0,1,980,305.9161365,1,0
21284,5313,"Korf, Shreya",2,Other,3.082481833,1,0,0.0,1.0,1,0,0.0,1,0
21288,5314,"Douglas, Sierra",4,Humanities,1.363834462,0,0,0.0,0.0,0,0,0.0,3,0
21292,5315,"Flores Rodriguez, Jovana",4,Other,3.633625339,1,0,0.0,1.0,1,0,0.0,3,0
21296,5316,"Quintanilla, Donald",1,Other,3.104486171,1,0,0.0,1.0,1,0,0.0,1,0
21300,5317,"Nguyen, Soyeun",5,Humanities,1.28974437,0,0,0.0,1.0,1,0,0.0,3,1
21304,5318,"Blehm, Trevor",3,Science,3.040922178,0,0,0.0,1.0,1,0,0.0,2,0
21308,5319,"el-Fawaz, Misbaah",2,Other,1.22735792,0,0,0.0,0.0,1,0,0.0,1,0
21312,5320,"Anderson, Zachary",5,Humanities,2.877514867,0,0,0.0,1.0,1,0,0.0,3,0
21316,5321,"Calloway, A'Laon",5,Humanities,2.095120392,1,1,3.330918792,0.0,1,0,0.0,3,0
21320,5322,"Solis, Antonio",5,Other,2.256917203,0,1,10.77081881,0.0,0,0,0.0,3,0
21324,5323,"Andrade, Nathalie",4,Humanities,2.373238993,0,0,0.0,1.0,0,0,0.0,3,0
21328,5324,"al-Sala, Nazmiyya",1,Humanities,3.405565714,0,0,0.0,1.0,1,0,0.0,1,0
21332,5325,"Emerick, Kacey",5,Humanities,2.859165749,1,0,0.0,1.0,1,0,0.0,3,1
21336,5326,"Garcia, Jaquelyn",1,Other,3.611421403,1,0,0.0,0.0,1,0,0.0,1,1
21337,5327,"Burris, Kristen",2,Science,1.87629118,0,0,0.0,1.0,1,982,374.2450823,1,0
21344,5328,"al-Hatem, Faarooq",4,Science,1.652402944,0,1,2.438297657,1.0,1,0,0.0,3,0
21348,5329,"Trantham, Elizabeth",4,Humanities,1.876696311,0,0,0.0,0.0,1,0,0.0,3,0
21352,5330,"Cash, Billy",3,Business,2.026761352,1,0,0.0,1.0,1,0,0.0,2,1
21353,5331,"el-Hallal, Hanaan",3,Science,1.26774415,0,0,0.0,1.0,1,983,821.5234289,2,0
21360,5332,"Terrazas Vazquez, Cristian",2,Business,1.185948792,0,1,2.655686129,1.0,0,0,0.0,1,0
21361,5333,"Coleman, Tiffanie",5,Other,1.720703807,1,0,0.0,,1,984,1731.057464,3,0
21368,5334,"Naughton, Benjamin",2,Science,1.989944333,1,1,0.568860469,1.0,1,0,0.0,1,0
21372,5335,"Distel, Michael",3,Other,2.25302687,0,0,0.0,0.0,1,0,0.0,2,0
21376,5336,"Crowell, Trevor",3,Science,2.02527206,0,0,0.0,0.0,1,0,0.0,2,0
21380,5337,"Tate, Megan",1,Humanities,1.737624058,0,1,0.95820462,0.0,1,0,0.0,1,0
21381,5338,"Turner, Darian",1,Business,2.717290933,0,1,6.988277219,1.0,1,985,556.2671419,1,1
21388,5339,"Ruiz, Luis",1,Humanities,1.989148528,0,0,0.0,1.0,1,0,0.0,1,1
21389,5340,"el-Sabet, Abdul Ghafoor",3,Science,2.015102757,1,0,0.0,1.0,1,986,1860.372058,2,0
21396,5341,"Ortega, Cuauhtemoc",4,Humanities,2.629189412,0,1,6.452810345,1.0,1,0,0.0,3,0
21400,5342,"Lough, Ashley",5,Science,2.980785797,0,0,0.0,0.0,0,0,0.0,3,0
21404,5343,"Mcknight, Octavius",2,Other,0.7262898,0,1,2.929069778,1.0,1,0,0.0,1,0
21408,5344,"Dechasa, Markio",5,Business,2.047657614,0,0,0.0,1.0,1,0,0.0,3,0
21412,5345,"Moore, Deon",2,Science,3.592652587,0,0,0.0,1.0,1,0,0.0,1,0
21416,5346,"Palmer IV, Jankeith",4,Humanities,2.846055823,0,1,2.159903295,1.0,1,0,0.0,3,0
21420,5347,"Suazo, Manuel",2,Other,2.264528005,1,1,3.311395012,,0,0,0.0,1,0
21424,5348,"Fernandez Gonzalez, Jeremy",3,Humanities,2.595114739,1,0,0.0,1.0,0,0,0.0,2,0
21428,5349,"al-Syed, Fareed",2,Other,2.68458679,0,0,0.0,0.0,0,0,0.0,1,1
21432,5350,"Wacker, Kevin",4,Humanities,2.129977221,0,0,0.0,,0,0,0.0,3,0
21436,5351,"Choi, Erin",1,Humanities,3.352538655,1,0,0.0,0.0,1,0,0.0,1,0
21440,5352,"Rodriguez, Deirdre",2,Business,2.217703996,0,0,0.0,0.0,1,0,0.0,1,1
21444,5353,"Stewart, Ramon",1,Other,2.081838677,0,0,0.0,1.0,1,0,0.0,1,0
21448,5354,"Fox, Trevonnia",4,Humanities,1.616363741,0,1,2.482310407,1.0,1,0,0.0,3,1
21452,5355,"Dance, Marcello",4,Science,2.586052765,0,0,0.0,0.0,1,0,0.0,3,0
21456,5356,"Criss, Te'Aundra",1,Humanities,2.473681378,0,0,0.0,0.0,0,0,0.0,1,0
21460,5357,"el-Jaber, Mushtaaq",1,Business,2.26507629,0,0,0.0,1.0,1,0,0.0,1,0
21464,5358,"Montes, Julianne",3,Humanities,0.902068294,0,0,0.0,1.0,0,0,0.0,2,0
21468,5359,"Martinez, Patrick",1,Other,2.658917796,0,0,0.0,1.0,1,0,0.0,1,1
21472,5360,"Kelly, Christian",4,Business,2.623519578,0,0,0.0,0.0,1,0,0.0,3,0
21476,5361,"Valle, Jessica",1,Humanities,2.580992473,0,1,6.674632013,,1,0,0.0,1,0
21480,5362,"al-Meer, Waatiq",1,Other,3.968073027,0,1,0.580432799,1.0,1,0,0.0,1,0
21484,5363,"Thao, Emily",4,Other,0.154754022,0,0,0.0,,1,0,0.0,3,0
21488,5364,"Scharf, Tyler",2,Business,3.271339402,0,0,0.0,1.0,1,0,0.0,1,0
21492,5365,"Thorne Jr, Sarah",3,Humanities,3.420228466,0,1,2.531986058,1.0,0,0,0.0,2,0
21496,5366,"Dizayee, Isaac",1,Business,3.052873022,0,1,5.445019677,1.0,0,0,0.0,1,0
21500,5367,"Avery, Xavier",3,Science,2.334857052,1,1,6.935045793,1.0,1,0,0.0,2,0
21504,5368,"Hubertus, Blake",1,Business,2.354820728,0,1,1.297311375,1.0,0,0,0.0,1,0
21508,5369,"Cheek, Antonio",2,Science,2.542706677,0,1,4.459720262,0.0,0,0,0.0,1,1
21512,5370,"Tucker, De'Jour",4,Business,3.22826956,0,0,0.0,1.0,1,0,0.0,3,0
21516,5371,"Ramirez, Yecenia",2,Other,0.756203085,0,0,0.0,1.0,1,0,0.0,1,0
21520,5372,"el-Hussein, Minnah",1,Science,2.266908729,1,0,0.0,1.0,1,0,0.0,1,0
21525,5373,"el-Jama, Tareef",3,Humanities,3.083285191,1,0,0.0,1.0,1,0,0.0,2,0
21529,5374,"al-Sawaya, Mufeeda",2,Humanities,2.837652697,0,0,0.0,0.0,0,0,0.0,1,0
21530,5375,"Mukes, Shakayla",1,Humanities,0.22806286,0,1,2.018055357,1.0,1,992,181.1005537,1,0
21537,5376,"Holland, Sequoyah",2,Science,1.10506167,0,0,0.0,1.0,1,0,0.0,1,1
21541,5377,"Sumners, Morgan",5,Business,1.18586255,0,0,0.0,1.0,1,0,0.0,3,0
21545,5378,"el-Bacchus, Sakeen",4,Humanities,1.420016912,0,1,0.522080212,1.0,1,0,0.0,3,0
21549,5379,"Estrada-Chavez, Cynthia",5,Humanities,0.992825476,0,1,5.829303621,1.0,0,0,0.0,3,0
21553,5380,"Bae, Elyas",1,Science,3.550414453,0,0,0.0,0.0,1,0,0.0,1,0
21557,5381,"Marquez, Adrian",4,Business,1.059646904,0,0,0.0,1.0,0,0,0.0,3,0
21561,5382,"el-Shah, Nakheel",1,Science,2.251666881,1,1,3.996695079,1.0,1,0,0.0,1,1
21565,5383,"Kacprowicz, Michelle",1,Humanities,0.720973367,1,0,0.0,0.0,1,0,0.0,1,0
21569,5384,"Lucero, Victor",1,Business,3.828902799,0,0,0.0,0.0,1,0,0.0,1,0
21573,5385,"Nguyen, Hari",4,Other,2.774966965,0,1,0.609121599,,0,0,0.0,3,0
21577,5386,"Tewari, Prisca",4,Business,2.887064204,0,0,0.0,0.0,0,0,0.0,3,0
21581,5387,"Walker, Curtis",4,Other,1.273562568,0,1,1.409328093,0.0,1,0,0.0,3,1
21585,5388,"el-Salama, Ubaida",1,Humanities,3.109285151,0,1,3.453075114,1.0,0,0,0.0,1,0
21589,5389,"Wiley, Sierra",1,Business,2.172941726,0,1,0.674487129,1.0,1,0,0.0,1,0
21593,5390,"Panoncillo, Bottra",1,Humanities,3.568049332,0,1,2.087291205,1.0,1,0,0.0,1,0
21597,5391,"Whiting, Gianna",5,Science,2.684776351,0,1,2.888895125,0.0,1,0,0.0,3,0
21601,5392,"Rhoades, Benjamin",5,Science,3.190720832,0,1,11.35413431,1.0,0,0,0.0,3,1
21605,5393,"Dighero, Lee",2,Other,3.246057758,0,0,0.0,1.0,1,0,0.0,1,0
21609,5394,"Pham, Jimmy",1,Business,1.214287115,1,1,3.733316077,1.0,0,0,0.0,1,1
21613,5395,"Rodriguez, Maurice",2,Science,3.261875623,0,0,0.0,1.0,0,0,0.0,1,0
21617,5396,"Blakey, Annie",1,Other,3.081630896,0,0,0.0,1.0,1,0,0.0,1,0
21621,5397,"Black, Kashmir",2,Business,1.559797012,0,1,2.369037151,1.0,1,0,0.0,1,0
21622,5398,"Huppert, Joslyn",4,Business,2.286307181,0,0,0.0,1.0,0,994,1977.745964,3,1
21629,5399,"Kiteley, Jean",3,Business,3.423573069,0,1,3.181029662,1.0,1,0,0.0,2,1
21633,5400,"Nun, James",1,Business,2.377631391,0,0,0.0,1.0,0,0,0.0,1,0
21637,5401,"Delgado, Alissa",4,Science,0.575607477,0,1,1.034648983,1.0,0,0,0.0,3,0
21641,5402,"Allen, Thaiala",2,Business,3.693688265,0,1,7.48030848,0.0,1,0,0.0,1,0
21645,5403,"al-Aziz, Yoosuf",4,Business,0.617296799,0,0,0.0,1.0,1,0,0.0,3,0
21649,5404,"Langstaff, Robert",5,Humanities,2.032519196,1,0,0.0,1.0,1,0,0.0,3,0
21653,5405,"Peterson, Jack",4,Other,1.751405035,0,0,0.0,0.0,1,0,0.0,3,1
21657,5406,"Baca, Wyatt",1,Other,2.288725259,0,1,0.873683105,1.0,1,0,0.0,1,0
21661,5407,"al-Hannan, Thaabita",5,Other,2.121556223,0,0,0.0,0.0,1,0,0.0,3,0
21665,5408,"White, Shannon",1,Other,2.285452679,0,1,0.57661861,0.0,1,0,0.0,1,0
21669,5409,"Senethong, Angela",1,Other,2.708124062,0,0,0.0,0.0,1,0,0.0,1,1
21673,5410,"Kim, Jessica",3,Business,2.461970072,0,0,0.0,0.0,0,0,0.0,2,0
21677,5411,"Nelson, Michael",2,Science,2.575802649,1,1,1.52668084,1.0,0,0,0.0,1,0
21681,5412,"Duran, Maria",3,Humanities,2.419998282,0,1,16.68276432,1.0,1,0,0.0,2,0
21685,5413,"Ocampo, Arianna",2,Humanities,3.056821672,0,1,0.562504236,0.0,1,0,0.0,1,0
21689,5414,"Malillos, Yuri",3,Humanities,3.074607628,1,0,0.0,0.0,1,0,0.0,2,0
21693,5415,"Summa, Mariah",4,Humanities,2.577968598,0,1,7.167980334,,1,0,0.0,3,1
21697,5416,"Mills, Sage",1,Other,1.902587203,0,0,0.0,0.0,1,0,0.0,1,0
21701,5417,"Meyer, Evelyn",4,Other,1.519342736,0,1,0.50961156,1.0,0,0,0.0,3,0
21705,5418,"Carlton, Tien",4,Business,1.093333077,0,1,10.95646056,1.0,1,0,0.0,3,0
