,student_id,name,class,gpa,is_greek,is_on_campus,distance_to_campus,is_female,is_sprinklered,claim_id,risk_tier,holdout,Business,Humanities,Other,Science,amount
15046,3756,"Mcalister, Elexis",5,2.621461626,0,0,0.0,1.0,1,0,3,0,0,0,0,1,0.0
15050,3757,"Cohen, Emma",4,3.04840714,0,0,0.0,1.0,0,0,3,1,0,0,0,1,0.0
15054,3758,"Buison-Mendaro, Dallana",1,1.90892145,1,1,1.064373376,0.0,1,0,1,0,0,0,0,1,0.0
15055,3759,"al-Sharaf, Ilhaam",1,2.201809019,0,1,0.174894893,,1,700,1,1,1,0,0,0,799.7093976
15062,3760,"al-Hussein, Asmaa",1,2.264478363,0,1,6.19051329,1.0,1,0,1,0,0,0,0,1,0.0
15066,3761,"Meeker, Sunshine",1,1.426242324,0,0,0.0,0.0,1,0,1,0,0,0,0,1,0.0
15070,3762,"al-Galla, Zumruda",2,2.987802025,0,0,0.0,0.0,1,0,1,1,0,0,0,1,0.0
15074,3763,"Michalski, Kyrstye",4,2.029533357,0,0,0.0,0.0,1,0,3,1,1,0,0,0,0.0
15078,3764,"Gonzales, Ian",5,0.970757196,0,0,0.0,0.0,0,0,3,0,1,0,0,0,0.0
15082,3765,"Pettegrew, Travis",2,2.465965411,0,1,0.644102372,0.0,1,0,1,0,1,0,0,0,0.0
15086,3766,"Serdyukov, Nicole",3,1.46923019,0,0,0.0,0.0,1,0,2,0,0,1,0,0,0.0
15090,3767,"al-Moustafa, Nawaal",5,3.556365083,0,0,0.0,0.0,1,0,3,1,0,0,0,1,0.0
15094,3768,"Karaffa, Kuan Heng",2,2.029772328,0,0,0.0,,1,0,1,1,1,0,0,0,0.0
15098,3769,"Archelus, William",4,1.79732969,1,1,1.708992263,1.0,1,0,3,0,0,0,1,0,0.0
15102,3770,"Yoo, Cynthia",5,2.281494744,0,0,0.0,0.0,0,0,3,0,0,1,0,0,0.0
15106,3771,"Elliott, Nhi",2,2.341266302,0,0,0.0,0.0,1,0,1,1,0,0,0,1,0.0
15110,3772,"Vinson, Charleen",3,1.276367005,0,0,0.0,0.0,1,0,2,0,0,0,1,0,0.0
15114,3773,"el-Hassen, Sultana",2,3.133227162,1,0,0.0,1.0,0,0,1,0,1,0,0,0,0.0
15118,3774,"al-Dia, Faarooq",4,2.135214665,0,0,0.0,0.0,0,0,3,0,1,0,0,0,0.0
15122,3775,"Zhou, Marcus",5,2.208712233,0,1,7.754506327,,0,0,3,0,1,0,0,0,0.0
15126,3776,"Cooke, Laura",3,2.909216335,0,0,0.0,0.0,1,0,2,0,0,1,0,0,0.0
15130,3777,"Galassini, Quentin",4,3.170098384,0,1,5.109589282,0.0,0,0,3,0,0,0,1,0,0.0
15134,3778,"Mulcahy, Madelynn",2,2.265232737,1,0,0.0,1.0,1,0,1,0,0,1,0,0,0.0
15138,3779,"Grayson, Lanea",3,3.514796742,1,0,0.0,0.0,1,0,2,0,0,0,1,0,0.0
15142,3780,"Williams, Melissa",4,3.709822811,0,0,0.0,1.0,1,0,3,0,1,0,0,0,0.0
15146,3781,"Mcfadden, Margie",2,2.404174424,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
15150,3782,"Suy, Amanda",3,2.294026013,0,0,0.0,1.0,0,0,2,0,0,0,1,0,0.0
15154,3783,"el-Hossain, Aasiya",3,1.095025089,0,1,3.40398898,1.0,1,0,2,0,0,0,1,0,0.0
15158,3784,"Wing, Menandez",1,2.711433023,0,1,4.877161249,1.0,1,0,1,0,0,0,0,1,0.0
15162,3785,"Hoffman, Shane",5,3.069540914,0,0,0.0,0.0,1,0,3,0,0,1,0,0,0.0
15166,3786,"Milender, Hailey",3,1.644946833,1,0,0.0,1.0,1,0,2,0,0,1,0,0,0.0
15170,3787,"Hammond, Christian",1,1.027636359,1,0,0.0,1.0,1,0,1,0,0,0,1,0,0.0
15174,3788,"el-Sahli, Munjid",3,2.881710213,0,0,0.0,0.0,1,0,2,0,0,0,1,0,0.0
15178,3789,"Dilley, Matthew",2,2.290269336,0,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
15182,3790,"Martinez, Emma",3,1.814342349,0,0,0.0,1.0,1,0,2,1,1,0,0,0,0.0
15186,3791,"Swain, Sadie",2,1.459527784,0,0,0.0,0.0,1,0,1,0,0,1,0,0,0.0
15190,3792,"Palacios, Kassandra",5,1.793946425,0,0,0.0,1.0,1,0,3,0,0,0,0,1,0.0
15194,3793,"Bell, Zachary",5,2.173121917,0,1,5.444916099,0.0,0,0,3,0,0,0,0,1,0.0
15195,3794,"Starks, Ibukunoluwa",3,2.583071045,1,1,7.480292707,1.0,1,709,2,1,1,0,0,0,1489.154361
15202,3795,"Schaffer, Brandon",4,2.546531438,0,1,10.70031082,1.0,0,0,3,0,0,0,0,1,0.0
15206,3796,"Frye, Kevin",4,1.902379914,0,0,0.0,0.0,0,0,3,1,1,0,0,0,0.0
15210,3797,"King, Jamie",1,1.325629914,0,0,0.0,0.0,1,0,1,0,0,1,0,0,0.0
15214,3798,"el-Satter, Murshid",4,2.426934737,1,1,2.348752284,,1,0,3,0,0,0,0,1,0.0
15218,3799,"Gardenhire, Lakeisha",2,2.161463335,0,1,14.05455425,1.0,1,0,1,0,0,0,1,0,0.0
15222,3800,"Meyer, Christopher",3,2.563464718,0,0,0.0,1.0,1,0,2,0,0,1,0,0,0.0
15226,3801,"Valdez, Iaasic",2,2.060220098,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0.0
15230,3802,"el-Burki, Tahaani",3,2.331815666,1,0,0.0,1.0,0,0,2,0,0,1,0,0,0.0
15234,3803,"Valdoria, Sarah",4,2.896396842,0,1,1.41411815,1.0,1,0,3,0,0,0,0,1,0.0
15238,3804,"White, Cierra",2,2.295557123,1,0,0.0,1.0,1,0,1,0,1,0,0,0,0.0
15242,3805,"Wilson, Scottie",1,2.57342967,0,1,8.451971758,0.0,1,0,1,0,0,0,1,0,0.0
15246,3806,"Cayabyab, Sara",2,1.320297294,1,0,0.0,,1,0,1,0,0,0,1,0,0.0
15250,3807,"el-Sarah, Baheej",4,1.328401991,0,0,0.0,0.0,1,0,3,0,0,0,1,0,0.0
15254,3808,"Crowley, James",4,3.049501246,0,0,0.0,1.0,1,0,3,0,0,1,0,0,0.0
15258,3809,"Massey, Rhemington",4,2.765396337,0,0,0.0,0.0,1,0,3,0,0,1,0,0,0.0
15262,3810,"Hernandez, Clarissa",1,2.734835577,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0.0
15266,3811,"Hewes, Anaken",3,2.966412196,0,0,0.0,,1,0,2,0,0,1,0,0,0.0
15270,3812,"el-Hossain, Haakima",2,2.50493191,0,1,5.766073273,0.0,1,0,1,0,0,0,1,0,0.0
15274,3813,"Quarterman, David",4,3.00186663,0,0,0.0,0.0,0,0,3,0,0,1,0,0,0.0
15278,3814,"Fukumoto, Prerit",4,1.461229393,0,0,0.0,0.0,1,0,3,0,0,0,0,1,0.0
15282,3815,"Samarchuk, Courtney",3,3.216217311,0,0,0.0,0.0,1,0,2,0,0,0,1,0,0.0
15286,3816,"Moua, Muhammad",3,2.245093898,0,1,0.411224594,0.0,0,0,2,0,0,1,0,0,0.0
15290,3817,"Anderson, Daniel",5,2.702388411,0,0,0.0,0.0,1,0,3,1,0,1,0,0,0.0
15294,3818,"Mcmahon, Dominic",2,3.036590865,0,0,0.0,0.0,1,0,1,0,0,1,0,0,0.0
15298,3819,"Kim, Susana",3,0.739500857,1,0,0.0,0.0,0,0,2,0,0,1,0,0,0.0
15302,3820,"Thibodeaux, Michael",1,3.060367333,0,1,3.463473454,0.0,1,0,1,0,0,1,0,0,0.0
15306,3821,"Fair, Alexander",2,2.157004502,0,1,2.894520353,1.0,1,0,1,0,0,1,0,0,0.0
15310,3822,"Venegas, Lauren",2,1.161697934,0,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
15314,3823,"Ybarra, Jesus",4,2.515596595,0,1,0.002395594,0.0,1,0,3,1,0,0,1,0,0.0
15318,3824,"Tordjman, Robert",4,1.395871735,1,0,0.0,1.0,1,0,3,0,0,1,0,0,0.0
15322,3825,"Harrier, Rockelle",1,1.498239222,0,1,0.752725106,1.0,0,0,1,0,0,0,1,0,0.0
15326,3826,"el-Idris, Fawwaaz",2,1.563739204,1,0,0.0,1.0,0,0,1,0,0,1,0,0,0.0
15330,3827,"Holliday, Juaquin",3,2.925725433,0,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
15334,3828,"Carr, Sean",5,3.20510577,0,0,0.0,0.0,1,0,3,0,0,0,1,0,0.0
15338,3829,"Stevens, Melaina",2,3.124387416,1,0,0.0,1.0,1,0,1,0,0,1,0,0,0.0
15340,3830,"Joe, Danita",1,2.898635656,1,1,1.397674903,0.0,0,713,1,1,0,0,1,0,3399.948264
15346,3831,"al-Alli, Nahla",3,2.051368476,0,1,1.209350726,0.0,1,0,2,0,0,1,0,0,0.0
15350,3832,"Saavedra, Yazmin",2,0.894827007,0,1,2.679067222,1.0,1,0,1,0,0,1,0,0,0.0
15354,3833,"Atsedu, Aleyha",4,2.910013461,0,1,0.193565148,1.0,1,0,3,0,0,0,0,1,0.0
15358,3834,"Rowe, Oshay",2,1.186031853,0,0,0.0,1.0,1,0,1,0,1,0,0,0,0.0
15359,3835,"el-Farra, Nabeeh",4,2.908388158,0,0,0.0,1.0,1,714,3,0,0,1,0,0,1304.628064
15366,3836,"el-Abdullah, Shaamila",1,1.95117349,0,1,3.130325114,0.0,1,0,1,0,1,0,0,0,0.0
15367,3837,"el-Sham, Mushtaaqa",1,2.159543077,0,0,0.0,0.0,1,715,1,0,0,0,1,0,363.5614337
15374,3838,"Vanzandt, Marissa",3,1.639466243,0,0,0.0,1.0,1,0,2,0,0,0,1,0,0.0
15378,3839,"Mengist, Alicia",2,3.520643783,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0.0
15382,3840,"Vaughn, Mazi Mathias",1,0.88788845,0,0,0.0,0.0,0,0,1,1,1,0,0,0,0.0
15386,3841,"Onpeng, Shengh",4,1.67484623,0,0,0.0,0.0,1,0,3,0,1,0,0,0,0.0
15390,3842,"Leyva, Isabella",2,2.892242453,1,1,3.776537444,1.0,0,0,1,0,0,0,0,1,0.0
15394,3843,"Trotter, Cory",4,3.235687919,0,0,0.0,0.0,1,0,3,1,1,0,0,0,0.0
15398,3844,"Lapointe, Angela",4,1.541371913,0,1,0.160618102,,1,0,3,0,0,1,0,0,0.0
15402,3845,"Talavera, Jared",1,3.327897947,1,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
15406,3846,"Weaver, Destiny",1,0.560113249,0,1,0.988854187,1.0,1,0,1,0,0,0,1,0,0.0
15410,3847,"Todacheene, Preston",5,3.206647322,0,1,0.687546498,0.0,1,0,3,0,0,0,0,1,0.0
15414,3848,"Rhee, Bryan",1,2.603530306,0,1,4.135623671,1.0,1,0,1,0,1,0,0,0,0.0
15418,3849,"el-Abdalla, Umaima",4,2.886471087,0,0,0.0,0.0,0,0,3,0,1,0,0,0,0.0
15422,3850,"Martinez-Volcic, Karen",2,1.563019207,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
15426,3851,"Olivares, Cesar",2,2.599423539,0,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
15430,3852,"Lee, Lissandra",5,1.670473117,0,1,3.817624647,1.0,1,0,3,0,0,0,0,1,0.0
15434,3853,"Chen, Christine",2,0.535568707,0,0,0.0,0.0,1,0,1,1,0,1,0,0,0.0
15438,3854,"Amos, Jesse",1,1.002177218,0,1,4.13693086,0.0,0,0,1,0,0,0,0,1,0.0
15442,3855,"Ancell, Bryce",1,0.501132553,0,0,0.0,,1,0,1,1,0,0,1,0,0.0
15446,3856,"Boon, Nohelia",4,2.431121683,1,1,0.928827895,0.0,0,0,3,0,0,0,1,0,0.0
15450,3857,"Scott, Victoria",3,0.481713897,0,0,0.0,0.0,1,0,2,0,0,1,0,0,0.0
15454,3858,"Miloucheva, Julie",5,3.083247675,0,0,0.0,0.0,1,0,3,1,1,0,0,0,0.0
15458,3859,"Babcock, Kathryn",2,2.582655493,0,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
15459,3860,"Quenzer, Cody",1,2.976098633,0,0,0.0,0.0,1,717,1,0,1,0,0,0,322.0324479
15466,3861,"Williams, Audrey",2,3.463393499,0,1,0.415953433,0.0,0,0,1,0,1,0,0,0,0.0
15470,3862,"Naccarelli, Emily",2,2.324271192,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
15472,3863,"Ramirez, Elisha",1,1.466837841,0,1,3.257369209,0.0,0,719,1,0,0,0,0,1,1062.861326
15478,3864,"Howard, Anthony",2,0.802401444,0,1,2.933008198,0.0,1,0,1,0,0,1,0,0,0.0
15482,3865,"al-Mona, Nawaar",2,2.458688155,0,0,0.0,1.0,1,0,1,1,0,0,1,0,0.0
15486,3866,"Hamlin, Patrick",1,0.922140491,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0.0
15490,3867,"Harvie, Jonathan",3,2.611155986,0,0,0.0,0.0,1,0,2,0,0,0,0,1,0.0
15491,3868,"Ohlson, Adam",3,2.952110564,0,0,0.0,1.0,1,721,2,0,0,0,0,1,516.232949
15498,3869,"el-Shehata, Sumbula",1,2.138192921,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0.0
15502,3870,"Omega, Anthony",1,2.016986256,0,0,0.0,1.0,1,0,1,0,1,0,0,0,0.0
15503,3871,"Thomas, Madison",2,2.277212014,0,0,0.0,1.0,1,722,1,0,0,1,0,0,360.0567211
15510,3872,"Klein, Kristopher",4,2.137706929,0,1,9.491551454,1.0,1,0,3,1,0,0,1,0,0.0
15514,3873,"Ahn, Zachary",2,2.460284722,0,1,1.431894751,,1,0,1,1,0,0,1,0,0.0
15518,3874,"al-Haq, Haafiza",2,2.334385081,1,1,4.455952444,0.0,0,0,1,0,0,0,1,0,0.0
15522,3875,"el-Khatib, Safar",2,0.825666171,0,0,0.0,,1,0,1,1,1,0,0,0,0.0
15526,3876,"Chavez, Elijah",3,2.620249358,0,1,0.082419464,,1,0,2,0,0,0,1,0,0.0
15528,3877,"Hope, Haley",2,1.908601574,0,0,0.0,0.0,1,724,1,0,1,0,0,0,673.3583272
15534,3878,"Aragon, M'Leesa",3,1.674967389,0,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
15538,3879,"Shafeeq, Edward",1,3.154958263,0,0,0.0,1.0,1,0,1,1,0,1,0,0,0.0
15542,3880,"Sanchez Morales, Genevieve",3,2.440843602,0,0,0.0,1.0,0,0,2,0,1,0,0,0,0.0
15546,3881,"Martinez, Edward",2,3.787532566,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
15550,3882,"Tate, Dechantae",3,3.277471521,0,0,0.0,0.0,1,0,2,0,0,0,0,1,0.0
15554,3883,"el-Rasul, Zainab",1,2.848866127,1,1,2.462840816,0.0,1,0,1,0,1,0,0,0,0.0
15558,3884,"Petersen, Sydni",4,2.091635277,1,0,0.0,0.0,0,0,3,0,0,1,0,0,0.0
15562,3885,"John, Dakota",4,2.162185657,0,1,2.972070917,0.0,1,0,3,0,1,0,0,0,0.0
15566,3886,"Yu, Maura",1,3.460302839,1,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
15570,3887,"Sandoval, Christian",1,1.234706595,0,0,0.0,1.0,1,0,1,0,0,1,0,0,0.0
15574,3888,"al-Ishak, Mufliha",4,2.012434752,0,1,4.985821538,0.0,0,0,3,0,0,1,0,0,0.0
15578,3889,"Alford, Enrique",4,2.199996464,0,0,0.0,,1,0,3,0,1,0,0,0,0.0
15579,3890,"Newton, Alfred",2,3.012801517,0,0,0.0,0.0,1,725,1,1,0,0,0,1,160.4948658
15586,3891,"Milender, Shannon",3,3.048405021,0,0,0.0,0.0,1,0,2,0,1,0,0,0,0.0
15590,3892,"el-Rad, Abdul Noor",3,1.357753188,0,0,0.0,0.0,1,0,2,1,0,0,1,0,0.0
15594,3893,"Sendejas, Tylor",1,3.132583069,0,1,9.105098582,0.0,1,0,1,0,0,1,0,0,0.0
15598,3894,"el-Ramadan, Sultan",5,2.976163731,0,0,0.0,1.0,1,0,3,0,0,0,0,1,0.0
15602,3895,"al-Demian, Mahuroos",5,2.494525522,1,0,0.0,0.0,1,0,3,0,1,0,0,0,0.0
15606,3896,"Slovonsky, Katalina",3,1.399130154,0,0,0.0,0.0,1,0,2,1,0,0,0,1,0.0
15610,3897,"Gordon, Kevin",4,2.47319756,1,1,7.870306238,1.0,1,0,3,0,0,0,0,1,0.0
15614,3898,"Velasquez, Sofia",1,1.959253734,0,1,0.094510054,1.0,0,0,1,0,0,0,1,0,0.0
15615,3899,"Aguirre, Samantha",3,1.185349981,1,1,3.705172121,0.0,0,727,2,0,0,0,1,0,2960.084035
15622,3900,"Mckenzie, Andre",3,3.2256224,0,0,0.0,0.0,1,0,2,1,0,1,0,0,0.0
15626,3901,"Macdonald, Alex",3,1.478533335,0,1,0.055835974,1.0,0,0,2,0,1,0,0,0,0.0
15630,3902,"Spann, Jordan",3,1.984795945,0,0,0.0,1.0,1,0,2,1,1,0,0,0,0.0
15631,3903,"Reynolds, Von Buddenbrock",3,0.843532458,0,0,0.0,1.0,1,728,2,0,0,0,0,1,297.5791938
15638,3904,"Coyote, Madisyn",2,3.252662468,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
15642,3905,"Rhodes, Jacob",4,2.69289269,0,1,6.074179545,0.0,0,0,3,1,0,0,1,0,0.0
15646,3906,"Latham, Kateri",3,1.998300738,0,1,2.671461094,,1,0,2,0,0,0,0,1,0.0
15650,3907,"Nguyen, Karandeep",4,2.518871781,0,0,0.0,0.0,0,0,3,0,1,0,0,0,0.0
15654,3908,"al-Zaman, Mutee'a",3,0.867737905,1,0,0.0,0.0,0,0,2,0,0,1,0,0,0.0
15658,3909,"Yee, Mary",4,2.281651723,0,0,0.0,,1,0,3,0,1,0,0,0,0.0
15662,3910,"al-Haque, Muhaajir",4,0.711060741,1,0,0.0,0.0,1,0,3,0,0,0,1,0,0.0
15666,3911,"el-Ahmed, Najeema",2,3.430372739,0,0,0.0,1.0,1,0,1,0,0,0,1,0,0.0
15670,3912,"Talavera Fabian, Crystal",5,2.056897748,0,1,5.831674628,1.0,1,0,3,0,1,0,0,0,0.0
15674,3913,"Leon, Alysia",1,2.448896633,1,0,0.0,1.0,0,0,1,0,0,0,1,0,0.0
15678,3914,"Danskin, Timothy",2,2.405229035,0,0,0.0,0.0,1,0,1,0,0,1,0,0,0.0
15682,3915,"al-Attar, Sidqi",2,1.027643822,0,1,7.496981144,,1,0,1,0,0,0,1,0,0.0
15686,3916,"al-Saade, Safaaa",1,1.884217214,1,0,0.0,1.0,0,0,1,0,0,1,0,0,0.0
15690,3917,"Lee, Airiana",4,1.470439392,1,1,5.746997773,1.0,0,0,3,0,0,0,1,0,0.0
15694,3918,"el-Shehadeh, Luqmaan",4,1.212331454,1,0,0.0,1.0,0,0,3,1,0,1,0,0,0.0
15698,3919,"Vigil, Addison",4,2.220761045,0,0,0.0,,1,0,3,0,1,0,0,0,0.0
15699,3920,"Crespin, Nathanial",4,1.140952676,0,1,0.480258642,1.0,1,731,3,0,0,1,0,0,767.1629846
15706,3921,"Famula, Madeline",1,1.738084832,0,0,0.0,0.0,1,0,1,1,0,0,1,0,0.0
15710,3922,"Archuleta, Jada",3,1.521070459,1,1,5.457273461,1.0,1,0,2,0,0,1,0,0,0.0
15714,3923,"Rodriguez, Denise",3,1.18695363,0,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
15718,3924,"al-Semaan, Husni",4,2.60506655,1,0,0.0,1.0,1,0,3,1,0,1,0,0,0.0
15719,3925,"Groves, Demi",4,3.906819369,1,1,5.599258326,0.0,0,733,3,0,0,0,0,1,4876.750213
15726,3926,"Stenson, Maddison",3,2.924192123,0,0,0.0,1.0,1,0,2,0,0,1,0,0,0.0
15730,3927,"Ocanas, Deanna",3,1.018103475,1,0,0.0,,0,0,2,0,1,0,0,0,0.0
15734,3928,"Cox, Cody",3,3.233506356,0,1,0.164469639,1.0,0,0,2,0,0,1,0,0,0.0
15738,3929,"Voss-Scott, Tianna",2,3.015536801,0,0,0.0,1.0,1,0,1,0,0,1,0,0,0.0
15742,3930,"Boles, Devin",5,2.510010737,0,1,5.211403262,1.0,1,0,3,0,0,1,0,0,0.0
15746,3931,"Hinton, Antonio",3,1.93452454,0,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
15747,3932,"Lastrella, Matthew",3,2.601977492,0,0,0.0,1.0,1,734,2,0,1,0,0,0,454.7342912
15754,3933,"Patel, Aimee",3,1.885139918,0,1,11.6631614,0.0,1,0,2,0,0,0,1,0,0.0
15758,3934,"Saiz, Jayde",1,3.66680428,0,1,0.408861045,0.0,1,0,1,0,0,0,0,1,0.0
15762,3935,"Mejia, Emmanuel",2,1.762554578,0,0,0.0,,1,0,1,0,0,0,1,0,0.0
15766,3936,"Kim, Ye",4,2.982624578,0,1,2.737169629,1.0,1,0,3,0,0,0,1,0,0.0
15770,3937,"el-Aslam, Taajuddeen",4,1.945248344,1,0,0.0,1.0,0,0,3,0,1,0,0,0,0.0
15774,3938,"Mclaughlin, Trevohn",2,3.50749199,1,0,0.0,1.0,1,0,1,1,1,0,0,0,0.0
15778,3939,"Jackson, Brandon",3,2.281086257,0,1,7.950024448,1.0,0,0,2,0,0,1,0,0,0.0
15782,3940,"Funk, Stephen",3,2.911499089,0,0,0.0,1.0,1,0,2,0,0,0,0,1,0.0
15786,3941,"Zuniga, Lisa",3,2.348294925,0,0,0.0,0.0,1,0,2,0,0,0,0,1,0.0
15790,3942,"Brunetti, Nicole",2,1.234226722,0,0,0.0,,1,0,1,1,0,1,0,0,0.0
15794,3943,"Lopez, Jennifer",2,2.693910035,0,0,0.0,,1,0,1,0,0,0,1,0,0.0
15798,3944,"Robinson III, Steven",1,1.919083338,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0.0
15802,3945,"el-Mina, Jaadallah",3,1.063914151,0,0,0.0,1.0,1,0,2,0,0,1,0,0,0.0
15806,3946,"Smith, Natalie",4,3.630336613,0,0,0.0,1.0,0,0,3,0,1,0,0,0,0.0
15810,3947,"Ross, Tasina",2,2.628321648,0,0,0.0,0.0,1,0,1,0,0,1,0,0,0.0
15814,3948,"Payes, Kaitlin",3,0.893049973,0,0,0.0,1.0,1,0,2,0,1,0,0,0,0.0
15818,3949,"Rodriguez, Roberto",2,1.296135037,0,0,0.0,0.0,1,0,1,1,0,0,1,0,0.0
15822,3950,"Wedgle, Daniel",1,2.455459999,1,0,0.0,1.0,0,0,1,1,1,0,0,0,0.0
15826,3951,"Paz-Baray, Yessenia",5,0.493504406,0,0,0.0,,1,0,3,0,1,0,0,0,0.0
15830,3952,"Johnson, Erin",2,2.922191635,0,1,2.122035751,1.0,1,0,1,1,0,0,0,1,0.0
15834,3953,"Baty, Shalynn",2,1.180984404,0,1,4.571761336,0.0,1,0,1,0,0,0,0,1,0.0
15838,3954,"Arteaga, Esperansa",2,0.409378107,1,1,2.849831212,0.0,1,0,1,1,0,0,1,0,0.0
15842,3955,"Lee, Dana",4,0.886937066,0,0,0.0,1.0,0,0,3,0,0,0,1,0,0.0
15846,3956,"Rocha, Cecilia",3,3.001777421,0,0,0.0,0.0,1,0,2,0,0,0,0,1,0.0
15850,3957,"Carrington, Marissa",4,2.498474643,1,0,0.0,0.0,0,0,3,0,0,0,1,0,0.0
15854,3958,"al-Syed, Saabiqa",2,3.188626909,0,1,15.45617511,1.0,1,0,1,0,0,0,0,1,0.0
15858,3959,"Childs, Marisa",3,2.239337395,0,1,0.898972619,,1,0,2,1,1,0,0,0,0.0
15862,3960,"Brink, Ashlie",4,2.758123863,0,1,2.858757583,0.0,1,0,3,0,1,0,0,0,0.0
15863,3961,"Meeker, Corbin",4,2.026005919,1,0,0.0,,1,735,3,0,1,0,0,0,626.5765935
15870,3962,"Marlow, Kekoa",2,3.124279614,0,0,0.0,,1,0,1,0,0,0,0,1,0.0
15874,3963,"Lehi, Amanual",2,1.847941897,0,1,4.475156549,1.0,0,0,1,0,0,0,0,1,0.0
15878,3964,"Wilkens, Vanessa",4,3.065085397,1,0,0.0,0.0,1,0,3,0,0,1,0,0,0.0
15882,3965,"Tsinnijinnie, Austin",3,3.305275009,0,0,0.0,,1,0,2,1,0,0,0,1,0.0
15886,3966,"Nguyen, Allan",1,3.18023127,0,1,1.421635488,,0,0,1,0,0,1,0,0,0.0
15890,3967,"al-Hakim, Zaid",5,1.863136784,0,1,2.62388986,1.0,1,0,3,0,0,0,1,0,0.0
15894,3968,"Redman, Maurissa",2,0.831012105,1,1,2.806569699,0.0,1,0,1,0,1,0,0,0,0.0
15898,3969,"al-Salam, Azzaam",1,3.409308362,0,0,0.0,0.0,1,0,1,1,1,0,0,0,0.0
15902,3970,"Boiko, Brenda",1,2.06033689,0,0,0.0,1.0,1,0,1,1,0,0,1,0,0.0
15906,3971,"Samoy, Russell",2,2.518382088,0,1,0.829938129,0.0,1,0,1,1,0,0,0,1,0.0
15910,3972,"el-Idris, Fateena",5,3.270976749,0,0,0.0,1.0,0,0,3,0,1,0,0,0,0.0
15914,3973,"Cottle, Keyona",4,1.882097941,0,0,0.0,1.0,1,0,3,0,0,0,1,0,0.0
15918,3974,"Liu, Tasha",4,1.813699038,0,1,2.228672931,0.0,1,0,3,0,0,0,1,0,0.0
15922,3975,"Degarmo, Emily",2,2.020309198,0,0,0.0,0.0,1,0,1,0,1,0,0,0,0.0
15926,3976,"Mier-Carrillo, Madelinne",4,2.571311068,0,0,0.0,0.0,1,0,3,1,1,0,0,0,0.0
15927,3977,"Paudel, Christopher",1,2.050155429,1,1,0.001466539,1.0,1,736,1,0,0,0,0,1,3684.481567
15934,3978,"Jones, Fei",3,1.777111368,0,0,0.0,1.0,0,0,2,0,1,0,0,0,0.0
15938,3979,"Godwin, Hannah",3,1.425719738,0,0,0.0,0.0,1,0,2,0,0,0,1,0,0.0
15942,3980,"Gonzalez, Damacio",5,2.237464889,1,0,0.0,0.0,1,0,3,0,0,0,0,1,0.0
15946,3981,"al-Hassan, Taajuddeen",4,2.481358035,0,0,0.0,0.0,0,0,3,0,0,0,1,0,0.0
15950,3982,"Dacunha, Monique",5,0.947740634,0,0,0.0,1.0,1,0,3,0,1,0,0,0,0.0
15954,3983,"al-Koroma, Zahra",2,3.423722568,0,0,0.0,1.0,0,0,1,1,0,1,0,0,0.0
15958,3984,"al-Yacoub, Rasheeqa",2,0.869891568,0,1,5.15691486,,1,0,1,0,0,0,1,0,0.0
15962,3985,"Muilenburg, Emily",3,2.965299041,0,0,0.0,0.0,0,0,2,1,1,0,0,0,0.0
15966,3986,"Lowe, Aubrie",4,3.105031745,0,0,0.0,0.0,1,0,3,0,0,1,0,0,0.0
15970,3987,"al-Beydoun, Saif",3,2.591432329,1,0,0.0,1.0,1,0,2,1,0,0,1,0,0.0
15974,3988,"Le, Xiao Yun",1,2.787887344,0,1,3.001818936,1.0,0,0,1,0,0,1,0,0,0.0
15978,3989,"Wilkerson, Yvette",1,2.310489278,0,0,0.0,1.0,0,0,1,0,0,0,1,0,0.0
15982,3990,"Nguyen, Ka'Imi",3,3.009304272,0,0,0.0,1.0,0,0,2,1,0,0,1,0,0.0
15986,3991,"Tran, Allana",2,2.412606086,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0.0
15990,3992,"Nguyen, Mun",5,2.712185002,0,0,0.0,0.0,0,0,3,0,0,0,0,1,0.0
15994,3993,"Reilly, Justin",4,2.786800154,0,0,0.0,1.0,0,0,3,1,0,0,0,1,0.0
